,Conservation Status,Phylum,Class,Order,Family,Scientific Name,Diet,Common Name,Color,Skin Type,Lifespan,Type,Predators,Birth rate,Conception Period,Habitat Loss,Climate Change,Human Influance,Pollution,Hunting,Predation,Disease,Invasive Species,Food Competition,Number Of Threats,Africa,America,Asia,Europe,Oceania,Ocean,Antarctica,Number Of Locations,IsExtinct
114,Extinct,Chordata,Mammalia,Carnivora,Felidae,Panthera leo melanochaitus,Carnivore,Cape Lion,BrownYellowWhiteOrange,Hair,25,mammal,1,3,1,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,1
115,Least Concern,Chordata,Mammalia,Carnivora,Felidae,Caracal Caracal,Carnivore,Caracal Caracal,BrownBlackTan,Fur,12,Mammal,3,3,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
116,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Carolina Dog,BlackWhiteTan,Hair,19,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
117,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,YellowRedBlackBrindle,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
118,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownGreyFawnRedBlackTan,None,13,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
119,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownBlackWhiteTan,Hair,15,mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
120,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownFawnRedBlackCream,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
121,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Cavalier King Charles Spaniel,BlackWhiteTan,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
122,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Cesky Fousek,BlackWhiteTan,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
123,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,GreyBlueLight-Brown,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
124,Not Listed,Chordata,Mammalia,Carnivora,Feliformia,Felis catus,Omnivore,Felis catus,GreyBlue,Hair,11,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
125,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownBlackWhiteCream,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126,Vulnerable,Chordata,Mammalia,Carnivora,Felidae,Acinonyx jubatus,Carnivore,Cheetah,BrownYellowBlackTan,Fur,10,Mammal,1,3,13,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,2,0
127,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Chesapeake Bay Retriever,BlackWhiteTan,Hair,13,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
128,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Chihuahua,BlackWhiteTan,Hair,18,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
129,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Chinese Crested Dog,BlackWhiteTan,Hair,13,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
130,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,FawnRedBlackCreamSandy,Hair,9,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
131,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Chinook,BlackWhiteTan,Hair,14,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
132,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Chipoo,BrownGreyFawnBlueBlackWhiteBrindleCreamSilver,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
133,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,FawnBlueBlackWhiteTanSilverBlonde,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
134,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BlackWhiteTan,None,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
135,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Chow Chow,FawnRedBlueBlackCream,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
136,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownGreyFawnRedBlackCream,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
137,Vulnerable,Chordata,Mammalia,Carnivora,Felidae,Neofelis nebulosa,Carnivore,Clouded Leopard,BrownGreyYellowBlackTawny,Fur,11,Mammal,3,3,12,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,0
138,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Clumber Spaniel,WhiteOrange,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
139,Least Concern,Chordata,Mammalia,Carnivora,Procyonidae,Nasua nasua,Omnivore,Nasua nasua,BrownGreyRedBlackWhiteTan,Fur,15,Mammal,3,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
140,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownRedBlackWhite,Hair,15,mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
141,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Collie,BlackWhiteTan,Hair,13,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
142,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,FawnRedBlueMulti-colored,Hair,11,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
143,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownBlackWhiteCream,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
144,Not Listed,Chordata,Mammalia,Carnivora,Felidae,Felis catus,Omnivore,Corn Rex,BrownRedBlueBlackWhiteCreamSilver,None,11,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
145,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,GreyBlackWhite,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
146,Least Concern,Chordata,Mammalia,Carnivora,Felidae,Felis Concolor,Carnivore,Felis Concolor,BrownBlackTan,Fur,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
147,Least Concern,Chordata,Mammalia,Carnivora,Canidae,Canis latrans,Carnivore,Canis latrans,BrownGreyTan,Fur,10,Mammal,3,6,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
148,Least Concern,Chordata,Mammalia,Carnivora,Pinnipedia,Lobodon carcinophaga,Carnivore,Crabeater seal,BrownGreyWhite,Hair,40,Mammal,1,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
149,Least Concern,Chordata,Mammalia,Carnivora,Canidae,Vulpes vulpes,Carnivore,cross fox,RedBlackSilver,Fur,10,mammal,5,3,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
150,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Curly Coated Retriever,BrownBlack,Hair,14,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
151,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,GreySilver,Hair,10,mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
152,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,YellowBlackChocolate,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
153,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Dachshund,RedBlackTanCreamChocolate,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
154,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Dalmation,BlackWhiteLight-Brown,Hair,13,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
155,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,RedBlueBlackTanCreamSilverChocolate,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
156,Endangered,Chordata,Mammalia,Carnivora,Canidae,Lycalopex fulvipes,Omnivore,Lycalopex fulvipes,GreyRedBlack,Fur,7,Mammal,1,3,30,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
157,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,GreyFawnBlackWhiteSilver,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
158,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Deutsche Bracke,BlackWhiteTan,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
159,Not Listed,Chordata,Mammalia,Carnivora,Felidae,Felis catus,Omnivore,Devon Rex,BrownBlueWhiteTanOrangeChocolateLilac,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
160,Endangered,Chordata,Mammalia,Carnivora,Canidae,Cuon alpinus,Carnivore,Cuon alpinus,BrownGreyRedBlackWhiteGoldTan,Fur,10,Mammal,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
161,Near Threatened,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus Dingo,Carnivore,Canis Lupus Dingo,BrownGreyYellowRedBlackTan,Fur,7,Mammal,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
162,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Doberman Pinscher,BlackWhiteTan,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
163,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Dogo Argentino,BlackWhiteTan,Hair,13,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
164,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Dogue De Bordeaux,BlackWhiteTan,Hair,8,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
165,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Dorgi,BrownRedBlackWhiteChocolate,Hair,15,mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
166,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BlackWhiteTan,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
167,Least Concern,Chordata,Mammalia,Carnivora,Canidae,canis lupus familiaris,Carnivore,Doxie,Multi-colored,Fur,10,mammal,1,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
168,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Drever,BlackWhiteTan,Hair,14,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
169,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Dunker,BlackWhiteTan,Hair,14,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
170,Not Listed,Chordata,Mammalia,Carnivora,Felidae,Felis catus,Omnivore,Egyptian Mau,GreyBlueWhiteSilver,Hair,12,Mammal,1,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
171,Least Concern,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Carnivore,Mirounga,BrownGreyBlackTan,Fur,18,Mammal,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
172,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,English Cocker Spaniel,BlackWhiteTan,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
173,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,GoldCream,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
174,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BlackWhiteTanMulti-colored,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
175,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BlackWhiteTan,None,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
176,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BlueOrangeChestnutMulti-coloredOlive-Grey,Hair,11,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
177,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,English Shepherd,BlackWhiteTanBrindle,Hair,14,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
178,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,English Springer Spaniel,BlackWhiteTan,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
179,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Entlebucher Mountain Dog,BlackWhiteTan,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
180,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Epagneul Pont-Audemer,BlackWhiteTan,Hair,13,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
181,Least Concern,Chordata,Mammalia,Carnivora,Mustelidae,Mustela erminea,Carnivore,Ermine,BrownBlackWhite,Fur,7,Mammal,6,3,9,1,0,0,0,0,0,0,0,1,2,0,1,1,1,1,1,0,5,0
182,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Eskimo Dog,BlackWhiteTan,Hair,14,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
183,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Estrela Mountain Dog,BlackWhiteTan,Hair,16,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
184,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownWhite,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
185,Least Concern,Chordata,Mammalia,Carnivora,Canidae,Vulpes zerda,Omnivore,Fennec Fox,WhiteCreamSandy,Fur,10,Mammal,1,3,7,1,0,0,0,1,0,0,0,1,3,1,0,1,0,0,0,0,2,0
186,Near Threatened,Chordata,Mammalia,Carnivora,Mustelidae,Mustela furo,Carnivore,Mustela furo,BrownGreyBlackTan,Fur,7,Mammal,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
187,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Field Spaniel,BlackWhiteTan,Hair,14,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
188,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Fila Brasileiro,YellowFawnRedBlackBrindleLight Grey,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
189,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Finnish Spitz,RedGold,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
190,Least Concern,Chordata,Mammalia,Carnivora,Mustelidae,Pekania pennanti,Omnivore,Fisher Cat,BrownBlackWhiteGoldSilver,Fur,10,Mammal,4,3,43,1,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,1,0
191,Endangered,Chordata,Mammalia,Carnivora,Felidae,Prionailurus viverrinus,Carnivore,Fishing Cat,BlackOlive-Grey,Fur,10,Mammal,1,2,9,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0
192,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Flat-Coated Retriever,BlackWhiteTan,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
193,Endangered,Chordata,Mammalia,Carnivora,Felidae,Puma concolor couguar,Carnivore,Florida panther,WhiteTan,Hair,15,Mammals,1,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
194,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,FawnBlackWhiteBrindle,Hair,10,mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
195,Endangered,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta ferox,Carnivore,Fossa,BrownRedBlack,Fur,15,Mammal,2,2,13,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0
196,Near Threatened,Chordata,Mammalia,Carnivora,Canidae,Vulpes vulpes,Carnivore,Vulpes vulpes,BrownRedBlackTan,Fur,3,Mammal,3,5,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,0
197,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Fox Terrier,BlackWhiteTan,Hair,14,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
198,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,French Bulldog,FawnWhiteTanBrindle,Hair,14,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
199,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Frenchton,BrownRedBlueBlackWhiteBrindleCream,Hair,15,Mammal,1,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
200,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownBrindleCream,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
201,Near Threatened,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalinae,Carnivore,Arctocephalinae,BrownGreyBlack,Fur,12,Mammal,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
202,Least Concern,Chordata,Mammalia,Carnivora,Viverridae,Genetta genetta,Omnivore,"Common genet, spotted genet",GreyBlackCream,Fur,13,mammal,6,3,11,1,0,1,0,1,0,0,0,1,4,1,0,0,1,0,0,0,2,0
203,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownGreyBlackWhiteGoldTanCream,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
204,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,German Pinscher,BlackWhiteTan,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
205,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,German Shepherd,BlackWhiteTan,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
206,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,GreyFawnBlackWhiteTan,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
207,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownBlackWhiteDark BrownChocolate,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
208,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownBlackWhiteTanCreamOrange,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
209,Vulnerable,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda melanoleuca,Omnivore,"Giant Panda, Giant Panda Bear",BrownBlackWhite,Fur,20,Mammal,1,1,21,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0
210,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Giant Schauzer,BlackWhiteTan,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
211,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownGreyYellowBlackWhiteMulti-colored,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
212,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BlueBrindleBlonde,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
213,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownGreyBlackWhiteCream,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
214,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownYellowRedBlackGoldTan,Hair,8,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
215,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownGreyRedBlack,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
216,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownGreyYellowBlackWhiteGoldCream,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
217,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis Lupus,Omnivore,Golden Retriever,BlackWhiteTan,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
218,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownYellowRedBlackWhiteBrindleCreamChocolate,Hair,8,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
219,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,GreyBlueBlackWhiteGoldTanCream,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
220,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BrownBlackWhite,Hair,15,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
221,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,BlackTan,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
222,Least Concern,Chordata,Mammalia,Carnivora,Canidae,Urocyon cinereoargenteus,Omnivore,Gray Fox,GreyRedBlackWhite,Fur,12,Mammal,1,3,1,1,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,1,0
223,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Great Dane,BlackWhiteTan,Hair,7,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
224,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Canis lupus,GreyRedBlueBlackWhiteCreamSilverBeige,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
225,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Great Pyrenees,GreyWhiteTan,Hair,10,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
226,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Greater Swiss Mountain Dog,BlackWhiteTan,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
227,Not Listed,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Omnivore,Greenland Dog,GreyBlack,Hair,12,Mammal,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
228,Near Threatened,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus Grypus,Carnivore,Halichoerus Grypus,GreyTan,Smooth,8,Mammal,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
